   0.00100, 0.9999999311E-03, 0.9999999311E-03, 0.0000000000E+00
   0.00200, 0.1999998698E-02, 0.1999998698E-02, 0.0000000000E+00
   0.00300, 0.2999995602E-02, 0.2999995602E-02, 0.0000000000E+00
   0.00400, 0.3999989480E-02, 0.3999989480E-02, 0.0000000000E+00
   0.00500, 0.4999978933E-02, 0.4999978933E-02, 0.0000000000E+00
   0.00600, 0.5999964196E-02, 0.5999964196E-02, 0.0000000000E+00
   0.00700, 0.6999942940E-02, 0.6999942940E-02, 0.0000000000E+00
   0.00800, 0.7999914698E-02, 0.7999914698E-02, 0.0000000000E+00
   0.00900, 0.8999877609E-02, 0.8999878541E-02, 0.9313225746E-09
   0.01000, 0.9999833070E-02, 0.9999833070E-02, 0.0000000000E+00
   0.01100, 0.1099977829E-01, 0.1099977829E-01, 0.0000000000E+00
   0.01200, 0.1199971326E-01, 0.1199971233E-01, 0.9313225746E-09
   0.01300, 0.1299963519E-01, 0.1299963426E-01, 0.9313225746E-09
   0.01400, 0.1399954408E-01, 0.1399954315E-01, 0.9313225746E-09
   0.01500, 0.1499943808E-01, 0.1499943715E-01, 0.9313225746E-09
   0.01600, 0.1599931903E-01, 0.1599931903E-01, 0.0000000000E+00
   0.01700, 0.1699918136E-01, 0.1699918136E-01, 0.0000000000E+00
   0.01800, 0.1799902692E-01, 0.1799902692E-01, 0.0000000000E+00
   0.01900, 0.1899885759E-01, 0.1899885572E-01, 0.1862645149E-08
   0.02000, 0.1999866776E-01, 0.1999866590E-01, 0.1862645149E-08
   0.02100, 0.2099845745E-01, 0.2099845558E-01, 0.1862645149E-08
   0.02200, 0.2199822664E-01, 0.2199822478E-01, 0.1862645149E-08
   0.02300, 0.2299797162E-01, 0.2299797162E-01, 0.0000000000E+00
   0.02400, 0.2399769798E-01, 0.2399769612E-01, 0.1862645149E-08
   0.02500, 0.2499739639E-01, 0.2499739639E-01, 0.0000000000E+00
   0.02600, 0.2599707246E-01, 0.2599707060E-01, 0.1862645149E-08
   0.02700, 0.2699671872E-01, 0.2699672058E-01, 0.1862645149E-08
   0.02800, 0.2799634263E-01, 0.2799634263E-01, 0.0000000000E+00
   0.02900, 0.2899593487E-01, 0.2899593487E-01, 0.0000000000E+00
   0.03000, 0.2999550104E-01, 0.2999549918E-01, 0.1862645149E-08
   0.03100, 0.3099503741E-01, 0.3099503368E-01, 0.3725290298E-08
   0.03200, 0.3199454024E-01, 0.3199454024E-01, 0.0000000000E+00
   0.03300, 0.3299401328E-01, 0.3299400955E-01, 0.3725290298E-08
   0.03400, 0.3399344906E-01, 0.3399345279E-01, 0.3725290298E-08
   0.03500, 0.3499285504E-01, 0.3499285504E-01, 0.0000000000E+00
   0.03600, 0.3599222377E-01, 0.3599222377E-01, 0.0000000000E+00
   0.03700, 0.3699156269E-01, 0.3699155897E-01, 0.3725290298E-08
   0.03800, 0.3799085692E-01, 0.3799085319E-01, 0.3725290298E-08
   0.03900, 0.3899011761E-01, 0.3899011388E-01, 0.3725290298E-08
   0.04000, 0.3998933360E-01, 0.3998933360E-01, 0.0000000000E+00
   0.04100, 0.4098851979E-01, 0.4098851606E-01, 0.3725290298E-08
   0.04200, 0.4198765382E-01, 0.4198765382E-01, 0.0000000000E+00
   0.04300, 0.4298675433E-01, 0.4298675060E-01, 0.3725290298E-08
   0.04400, 0.4398580641E-01, 0.4398580268E-01, 0.3725290298E-08
   0.04500, 0.4498481378E-01, 0.4498481750E-01, 0.3725290298E-08
   0.04600, 0.4598377645E-01, 0.4598378018E-01, 0.3725290298E-08
   0.04700, 0.4698269442E-01, 0.4698269814E-01, 0.3725290298E-08
   0.04800, 0.4798157513E-01, 0.4798157141E-01, 0.3725290298E-08
   0.04900, 0.4898039624E-01, 0.4898039252E-01, 0.3725290298E-08
   0.05000, 0.4997916892E-01, 0.4997916892E-01, 0.0000000000E+00
   0.05100, 0.5097789690E-01, 0.5097789317E-01, 0.3725290298E-08
   0.05200, 0.5197656900E-01, 0.5197656900E-01, 0.0000000000E+00
   0.05300, 0.5297519267E-01, 0.5297518894E-01, 0.3725290298E-08
   0.05400, 0.5397376046E-01, 0.5397376046E-01, 0.0000000000E+00
   0.05500, 0.5497227609E-01, 0.5497227609E-01, 0.0000000000E+00
   0.05600, 0.5597073585E-01, 0.5597073585E-01, 0.0000000000E+00
   0.05700, 0.5696913972E-01, 0.5696913972E-01, 0.0000000000E+00
   0.05800, 0.5796748400E-01, 0.5796748400E-01, 0.0000000000E+00
   0.05900, 0.5896577984E-01, 0.5896577612E-01, 0.3725290298E-08
   0.06000, 0.5996400490E-01, 0.5996400490E-01, 0.0000000000E+00
   0.06100, 0.6096218154E-01, 0.6096217781E-01, 0.3725290298E-08
   0.06200, 0.6196029112E-01, 0.6196028367E-01, 0.7450580597E-08
   0.06300, 0.6295833737E-01, 0.6295833737E-01, 0.0000000000E+00
   0.06400, 0.6395632029E-01, 0.6395632029E-01, 0.0000000000E+00
   0.06500, 0.6495423615E-01, 0.6495423615E-01, 0.0000000000E+00
   0.06600, 0.6595209986E-01, 0.6595209241E-01, 0.7450580597E-08
   0.06700, 0.6694988906E-01, 0.6694988906E-01, 0.0000000000E+00
   0.06800, 0.6794761121E-01, 0.6794761121E-01, 0.0000000000E+00
   0.06900, 0.6894526631E-01, 0.6894525886E-01, 0.7450580597E-08
   0.07000, 0.6994284689E-01, 0.6994284689E-01, 0.0000000000E+00
   0.07100, 0.7094036788E-01, 0.7094036788E-01, 0.0000000000E+00
   0.07200, 0.7193780690E-01, 0.7193780690E-01, 0.0000000000E+00
   0.07300, 0.7293517888E-01, 0.7293517888E-01, 0.0000000000E+00
   0.07400, 0.7393248379E-01, 0.7393248379E-01, 0.0000000000E+00
   0.07500, 0.7492970675E-01, 0.7492970675E-01, 0.0000000000E+00
   0.07600, 0.7592686266E-01, 0.7592685521E-01, 0.7450580597E-08
   0.07700, 0.7692392915E-01, 0.7692393661E-01, 0.7450580597E-08
   0.07800, 0.7792093605E-01, 0.7792093605E-01, 0.0000000000E+00
   0.07900, 0.7891786098E-01, 0.7891785353E-01, 0.7450580597E-08
   0.08000, 0.7991468906E-01, 0.7991468906E-01, 0.0000000000E+00
   0.08100, 0.8091145754E-01, 0.8091145754E-01, 0.0000000000E+00
   0.08200, 0.8190814406E-01, 0.8190813661E-01, 0.7450580597E-08
   0.08300, 0.8290473372E-01, 0.8290473372E-01, 0.0000000000E+00
   0.08400, 0.8390125632E-01, 0.8390124887E-01, 0.7450580597E-08
   0.08500, 0.8489768952E-01, 0.8489768207E-01, 0.7450580597E-08
   0.08600, 0.8589403331E-01, 0.8589403331E-01, 0.0000000000E+00
   0.08700, 0.8689028770E-01, 0.8689028770E-01, 0.0000000000E+00
   0.08800, 0.8788646758E-01, 0.8788646758E-01, 0.0000000000E+00
   0.08900, 0.8888255805E-01, 0.8888255060E-01, 0.7450580597E-08
   0.09000, 0.8987855911E-01, 0.8987855166E-01, 0.7450580597E-08
   0.09100, 0.9087445587E-01, 0.9087445587E-01, 0.0000000000E+00
   0.09200, 0.9187027812E-01, 0.9187027067E-01, 0.7450580597E-08
   0.09300, 0.9286600351E-01, 0.9286600351E-01, 0.0000000000E+00
   0.09400, 0.9386163205E-01, 0.9386162460E-01, 0.7450580597E-08
   0.09500, 0.9485717118E-01, 0.9485717118E-01, 0.0000000000E+00
   0.09600, 0.9585262090E-01, 0.9585261345E-01, 0.7450580597E-08
   0.09700, 0.9684795886E-01, 0.9684795886E-01, 0.0000000000E+00
   0.09800, 0.9784320742E-01, 0.9784320742E-01, 0.0000000000E+00
   0.09900, 0.9883835912E-01, 0.9883835912E-01, 0.0000000000E+00
   0.10000, 0.9983342141E-01, 0.9983342141E-01, 0.0000000000E+00
   0.10100, 0.1008283794E+00, 0.1008283719E+00, 0.7450580597E-08
   0.10200, 0.1018232182E+00, 0.1018232256E+00, 0.7450580597E-08
   0.10300, 0.1028179824E+00, 0.1028179750E+00, 0.7450580597E-08
   0.10400, 0.1038126275E+00, 0.1038126275E+00, 0.0000000000E+00
   0.10500, 0.1048071682E+00, 0.1048071682E+00, 0.0000000000E+00
   0.10600, 0.1058016121E+00, 0.1058016047E+00, 0.7450580597E-08
   0.10700, 0.1067959517E+00, 0.1067959443E+00, 0.7450580597E-08
   0.10800, 0.1077901721E+00, 0.1077901721E+00, 0.0000000000E+00
   0.10900, 0.1087843031E+00, 0.1087842882E+00, 0.1490116119E-07
   0.11000, 0.1097782999E+00, 0.1097782999E+00, 0.0000000000E+00
   0.11100, 0.1107721999E+00, 0.1107721999E+00, 0.0000000000E+00
   0.11200, 0.1117660031E+00, 0.1117659956E+00, 0.7450580597E-08
   0.11300, 0.1127596721E+00, 0.1127596721E+00, 0.0000000000E+00
   0.11400, 0.1137532368E+00, 0.1137532368E+00, 0.0000000000E+00
   0.11500, 0.1147466898E+00, 0.1147466898E+00, 0.0000000000E+00
   0.11600, 0.1157400236E+00, 0.1157400236E+00, 0.0000000000E+00
   0.11700, 0.1167332530E+00, 0.1167332456E+00, 0.7450580597E-08
   0.11800, 0.1177263632E+00, 0.1177263558E+00, 0.7450580597E-08
   0.11900, 0.1187193468E+00, 0.1187193394E+00, 0.7450580597E-08
   0.12000, 0.1197121963E+00, 0.1197122037E+00, 0.7450580597E-08
   0.12100, 0.1207049564E+00, 0.1207049564E+00, 0.0000000000E+00
   0.12200, 0.1216975898E+00, 0.1216975823E+00, 0.7450580597E-08
   0.12300, 0.1226900965E+00, 0.1226900965E+00, 0.0000000000E+00
   0.12400, 0.1236824766E+00, 0.1236824691E+00, 0.7450580597E-08
   0.12500, 0.1246747300E+00, 0.1246747300E+00, 0.0000000000E+00
   0.12600, 0.1256668717E+00, 0.1256668717E+00, 0.0000000000E+00
   0.12700, 0.1266588867E+00, 0.1266588867E+00, 0.0000000000E+00
   0.12800, 0.1276507676E+00, 0.1276507676E+00, 0.0000000000E+00
   0.12900, 0.1286425143E+00, 0.1286425143E+00, 0.0000000000E+00
   0.13000, 0.1296341419E+00, 0.1296341419E+00, 0.0000000000E+00
   0.13100, 0.1306256503E+00, 0.1306256354E+00, 0.1490116119E-07
   0.13200, 0.1316170096E+00, 0.1316170096E+00, 0.0000000000E+00
   0.13300, 0.1326082498E+00, 0.1326082349E+00, 0.1490116119E-07
   0.13400, 0.1335993558E+00, 0.1335993409E+00, 0.1490116119E-07
   0.13500, 0.1345903128E+00, 0.1345903128E+00, 0.0000000000E+00
   0.13600, 0.1355811507E+00, 0.1355811507E+00, 0.0000000000E+00
   0.13700, 0.1365718395E+00, 0.1365718395E+00, 0.0000000000E+00
   0.13800, 0.1375624090E+00, 0.1375624090E+00, 0.0000000000E+00
   0.13900, 0.1385528445E+00, 0.1385528296E+00, 0.1490116119E-07
   0.14000, 0.1395431161E+00, 0.1395431161E+00, 0.0000000000E+00
   0.14100, 0.1405332685E+00, 0.1405332685E+00, 0.0000000000E+00
   0.14200, 0.1415232718E+00, 0.1415232718E+00, 0.0000000000E+00
   0.14300, 0.1425131410E+00, 0.1425131410E+00, 0.0000000000E+00
   0.14400, 0.1435028464E+00, 0.1435028464E+00, 0.0000000000E+00
   0.14500, 0.1444924325E+00, 0.1444924325E+00, 0.0000000000E+00
   0.14600, 0.1454818696E+00, 0.1454818547E+00, 0.1490116119E-07
   0.14700, 0.1464711577E+00, 0.1464711577E+00, 0.0000000000E+00
   0.14800, 0.1474603117E+00, 0.1474602968E+00, 0.1490116119E-07
   0.14900, 0.1484493017E+00, 0.1484492868E+00, 0.1490116119E-07
   0.15000, 0.1494381428E+00, 0.1494381428E+00, 0.0000000000E+00
   0.15100, 0.1504268199E+00, 0.1504268199E+00, 0.0000000000E+00
   0.15200, 0.1514153779E+00, 0.1514153630E+00, 0.1490116119E-07
   0.15300, 0.1524037719E+00, 0.1524037719E+00, 0.0000000000E+00
   0.15400, 0.1533920020E+00, 0.1533920169E+00, 0.1490116119E-07
   0.15500, 0.1543800980E+00, 0.1543800980E+00, 0.0000000000E+00
   0.15600, 0.1553680450E+00, 0.1553680301E+00, 0.1490116119E-07
   0.15700, 0.1563558131E+00, 0.1563558131E+00, 0.0000000000E+00
   0.15800, 0.1573434472E+00, 0.1573434472E+00, 0.0000000000E+00
   0.15900, 0.1583309025E+00, 0.1583308876E+00, 0.1490116119E-07
   0.16000, 0.1593182087E+00, 0.1593182087E+00, 0.0000000000E+00
   0.16100, 0.1603053659E+00, 0.1603053510E+00, 0.1490116119E-07
   0.16200, 0.1612923443E+00, 0.1612923443E+00, 0.0000000000E+00
   0.16300, 0.1622791737E+00, 0.1622791737E+00, 0.0000000000E+00
   0.16400, 0.1632658392E+00, 0.1632658392E+00, 0.0000000000E+00
   0.16500, 0.1642523408E+00, 0.1642523408E+00, 0.0000000000E+00
   0.16600, 0.1652386636E+00, 0.1652386636E+00, 0.0000000000E+00
   0.16700, 0.1662248373E+00, 0.1662248373E+00, 0.0000000000E+00
   0.16800, 0.1672108471E+00, 0.1672108471E+00, 0.0000000000E+00
   0.16900, 0.1681966782E+00, 0.1681966782E+00, 0.0000000000E+00
   0.17000, 0.1691823453E+00, 0.1691823453E+00, 0.0000000000E+00
   0.17100, 0.1701678634E+00, 0.1701678485E+00, 0.1490116119E-07
   0.17200, 0.1711531878E+00, 0.1711531878E+00, 0.0000000000E+00
   0.17300, 0.1721383333E+00, 0.1721383333E+00, 0.0000000000E+00
   0.17400, 0.1731233299E+00, 0.1731233150E+00, 0.1490116119E-07
   0.17500, 0.1741081327E+00, 0.1741081327E+00, 0.0000000000E+00
   0.17600, 0.1750927866E+00, 0.1750927716E+00, 0.1490116119E-07
   0.17700, 0.1760772467E+00, 0.1760772467E+00, 0.0000000000E+00
   0.17800, 0.1770615429E+00, 0.1770615280E+00, 0.1490116119E-07
   0.17900, 0.1780456454E+00, 0.1780456454E+00, 0.0000000000E+00
   0.18000, 0.1790295839E+00, 0.1790295839E+00, 0.0000000000E+00
   0.18100, 0.1800133288E+00, 0.1800133288E+00, 0.0000000000E+00
   0.18200, 0.1809969097E+00, 0.1809968948E+00, 0.1490116119E-07
   0.18300, 0.1819803119E+00, 0.1819802970E+00, 0.1490116119E-07
   0.18400, 0.1829635203E+00, 0.1829635054E+00, 0.1490116119E-07
   0.18500, 0.1839465350E+00, 0.1839465350E+00, 0.0000000000E+00
   0.18600, 0.1849293858E+00, 0.1849293858E+00, 0.0000000000E+00
   0.18700, 0.1859120578E+00, 0.1859120429E+00, 0.1490116119E-07
   0.18800, 0.1868945062E+00, 0.1868945062E+00, 0.0000000000E+00
   0.18900, 0.1878767908E+00, 0.1878767908E+00, 0.0000000000E+00
   0.19000, 0.1888588965E+00, 0.1888588965E+00, 0.0000000000E+00
   0.19100, 0.1898408085E+00, 0.1898408085E+00, 0.0000000000E+00
   0.19200, 0.1908225417E+00, 0.1908225268E+00, 0.1490116119E-07
   0.19300, 0.1918040812E+00, 0.1918040514E+00, 0.2980232239E-07
   0.19400, 0.1927853972E+00, 0.1927853972E+00, 0.0000000000E+00
   0.19500, 0.1937665343E+00, 0.1937665343E+00, 0.0000000000E+00
   0.19600, 0.1947474778E+00, 0.1947474778E+00, 0.0000000000E+00
   0.19700, 0.1957282424E+00, 0.1957282424E+00, 0.0000000000E+00
   0.19800, 0.1967087984E+00, 0.1967087984E+00, 0.0000000000E+00
   0.19900, 0.1976891607E+00, 0.1976891607E+00, 0.0000000000E+00
   0.20000, 0.1986693293E+00, 0.1986693293E+00, 0.0000000000E+00
   0.20100, 0.1996493042E+00, 0.1996493042E+00, 0.0000000000E+00
   0.20200, 0.2006290853E+00, 0.2006290704E+00, 0.1490116119E-07
   0.20300, 0.2016086280E+00, 0.2016086280E+00, 0.0000000000E+00
   0.20400, 0.2025880069E+00, 0.2025879920E+00, 0.1490116119E-07
   0.20500, 0.2035671622E+00, 0.2035671622E+00, 0.0000000000E+00
   0.20600, 0.2045461386E+00, 0.2045461237E+00, 0.1490116119E-07
   0.20700, 0.2055248767E+00, 0.2055248767E+00, 0.0000000000E+00
   0.20800, 0.2065034360E+00, 0.2065034211E+00, 0.1490116119E-07
   0.20900, 0.2074817866E+00, 0.2074817717E+00, 0.1490116119E-07
   0.21000, 0.2084598988E+00, 0.2084598988E+00, 0.0000000000E+00
   0.21100, 0.2094378173E+00, 0.2094378173E+00, 0.0000000000E+00
   0.21200, 0.2104155570E+00, 0.2104155421E+00, 0.1490116119E-07
   0.21300, 0.2113930583E+00, 0.2113930434E+00, 0.1490116119E-07
   0.21400, 0.2123703659E+00, 0.2123703510E+00, 0.1490116119E-07
   0.21500, 0.2133474499E+00, 0.2133474350E+00, 0.1490116119E-07
   0.21600, 0.2143242955E+00, 0.2143243104E+00, 0.1490116119E-07
   0.21700, 0.2153009623E+00, 0.2153009474E+00, 0.1490116119E-07
   0.21800, 0.2162774056E+00, 0.2162773907E+00, 0.1490116119E-07
   0.21900, 0.2172536403E+00, 0.2172536105E+00, 0.2980232239E-07
   0.22000, 0.2182296216E+00, 0.2182296216E+00, 0.0000000000E+00
   0.22100, 0.2192054093E+00, 0.2192054093E+00, 0.0000000000E+00
   0.22200, 0.2201809734E+00, 0.2201809883E+00, 0.1490116119E-07
   0.22300, 0.2211563438E+00, 0.2211563289E+00, 0.1490116119E-07
   0.22400, 0.2221314609E+00, 0.2221314609E+00, 0.0000000000E+00
   0.22500, 0.2231063545E+00, 0.2231063545E+00, 0.0000000000E+00
   0.22600, 0.2240810543E+00, 0.2240810394E+00, 0.1490116119E-07
